Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
10/08/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"I am filing this complaint against TD Auto Finance for continued inaccurate and inconsistent credit reporting on my auto loan account, even after it was charged off. 

The company appears to have recently modified and re-aged the account. My previous report ( as of XX/XX/year> ) showed : Account charged off. {$20000.00} written off. {$20000.00} past due as of XX/XX/year>. 
Balance updated : XX/XX/year>. 

However, the same account was later changed to show : Account charged off. {$20000.00} written off. {$20000.00} past due as of XX/XX/year>. 
Balance updated : XX/XX/year>. 

There have been no payments or new activity since the charge-off in XX/XX/year>, so these updates are improper. Once an account is charged off, the balance and as of dates should remain fixed unless the consumer makes a payment. TD Auto Finance continues to update the balance monthly as if the account were still active, which is inaccurate and misleading.

This practice may violate the Fair Credit Reporting Act ( FCRA 623 ( a ) ( 1 ) ( A ) and 623 ( a ) ( 5 ) ), which require furnishers to report complete and accurate information and prohibit re-aging of delinquent accounts. It also conflicts with Metro 2 reporting standards, which state that a charged-off account should reflect a static charge-off date and not report ongoing past due balances. 

I am requesting that the CFPB investigate TD Auto Finances credit reporting practices for this account and ensure the furnisher provides : The verified Date of First Delinquency ( DOFD ) The correct charge-off date An accurate, non-re-aged balance that reflects the final charge-off amount only TD Auto Finances continued updates after charge-off cause the account to appear more recent and more negative than it truly is, unfairly damaging my credit standing. I ask that these inaccurate updates be corrected or removed from all credit bureaus.",None,TD BANK US HOLDING COMPANY,FL,33467,None,Consent provided,Web,10/08/25,Closed with explanation,Yes,N/A,16449035
10/03/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,FL,33428,None,Consent not provided,Web,10/03/25,Closed with explanation,Yes,N/A,16337591
10/09/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,,None,TD BANK US HOLDING COMPANY,NY,11235,None,None,Web,10/09/25,Closed with non-monetary relief,Yes,N/A,16485764
10/31/25,Credit card,Store credit card,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,IL,60473,None,None,Web,10/31/25,Closed with explanation,Yes,N/A,16950016
10/03/25,Checking or savings account,Checking account,Closing an account,Company closed your account,"On XX/XX/year>, I opened a TD Bank checking account for direct deposit and XXXX use. I was told my debit card would arrive in the mail within two weeks, or I could request one in person. I never received the card and never went to a branch to obtain one. 

On XX/XX/year>, my account was fraudulently accessed at XXXXXX/XX/XXXX with two transactions : A fraudulent deposit of {$1300.00}, and A fraudulent withdrawal of {$96.00} I was alerted via email that my account was overdrawn and that a {$50.00} overdraft fee would be charged. 

I immediately notified TD Bank. A representative told me that the check deposit was already flagged, that I would not be held responsible for fees, and that a replacement debit card would be expedited to me. 
Since then, however : TD Bank blocked my online access to the account. 

They have told me the account is pending closure. 

They are now saying I may be held responsible for overdraft fees and any missing money. 

I requested that TD Bank review ATM camera footage, since the fraudulent check was deposited at one of their branches, but I have not been given any confirmation that this was done.",None,TD BANK US HOLDING COMPANY,NY,11208,None,Consent provided,Web,10/03/25,Closed with non-monetary relief,Yes,N/A,16349777
10/24/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,MI,49202,None,None,Web,10/24/25,Closed with explanation,Yes,N/A,16791683
11/18/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Problem with personal statement of dispute,,None,TD BANK US HOLDING COMPANY,NY,11229,None,None,Web,11/18/25,In progress,Yes,N/A,17322349
11/06/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,NJ,07060,None,None,Web,11/06/25,Closed with explanation,Yes,N/A,17070489
10/02/25,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,FL,33311,None,Consent not provided,Web,10/02/25,Closed with explanation,Yes,N/A,16333756
09/30/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,"I opened this credit card account in XX/XX/XXXXXXXX  and have always paid my bill on time. Despite this, the company reported a late payment in XX/XX/XXXX. This is inaccurate, as I made the payment on time. 

I disputed this with the company and with the credit bureaus, but the late payment remains on my credit reports with XXXX, XXXX, and XXXX. The company has not provided sufficient proof that the payment was actually late. 

This false reporting is negatively affecting my credit score and history. I am requesting that the XX/XX/XXXXXXXX  late payment be removed from all three credit bureaus and that my payment history be corrected to reflect on-time payments.",None,TD BANK US HOLDING COMPANY,FL,33032,None,Consent provided,Web,09/30/25,Closed with explanation,Yes,N/A,16234878
10/31/25,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,CA,90041,None,None,Web,10/31/25,In progress,Yes,N/A,16937995
11/19/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,NC,28360,None,None,Web,11/19/25,Closed with non-monetary relief,Yes,N/A,17361038
10/29/25,Checking or savings account,Other banking product or service,Closing an account,Funds not received from closed account,,None,TD BANK US HOLDING COMPANY,NY,11727,None,None,Web,10/29/25,Closed with explanation,Yes,N/A,16892293
11/10/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,NY,11757,None,None,Web,11/10/25,Closed with explanation,Yes,N/A,17121684
11/16/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,IL,60643,None,None,Web,11/16/25,In progress,Yes,N/A,17281116
10/01/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,LA,70058,None,Consent not provided,Web,10/01/25,Closed with explanation,Yes,N/A,16285045
10/07/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,"XXXX XXXXXXXX XXXX XXXX  Date : XX/XX/year> Target Card Services c/o TD Bank USA , N.A. 
XXXX XXXX XXXX XXXXXXXX, MN XXXX Subject : Request for Removal of Hard Credit Inquiry Date of Inquiry : XX/XX/year> Dear Target Card Services Team, I hope this letter finds you well. My name is XXXX XXXX, and I recently noticed a hard credit inquiry from Target Card Services ( TD Bank USA ) listed on my credit report dated XX/XX/year>. I am writing to request a review and possible removal of this inquiry from my credit report. 

At the time of the application, I did not fully understand that my credit report would be pulled as a hard inquiry, which can affect my XXXX XXXX. I value Targets reputation for excellent customer service and am kindly requesting, as an act of goodwill, that you remove this inquiry from my credit file with the credit bureaus. 

If the inquiry was placed in error or without my full authorization, please consider removing it under the Fair Credit Reporting Act ( FCRA XXXX ). Otherwise, I respectfully ask that you consider a one-time courtesy removal as a goodwill gesture. I sincerely appreciate your time and understanding in this matter. 

Thank you for reviewing my request. I appreciate your assistance and look forward to your response. 

Sincerely, XXXX XXXX",None,TD BANK US HOLDING COMPANY,TN,37130,Servicemember,Consent provided,Web,10/07/25,Closed with explanation,Yes,N/A,16428111
10/01/25,Debt collection,Credit card debt,False statements or representation,Attempted to collect wrong amount,,None,TD BANK US HOLDING COMPANY,CA,93311,None,None,Web,11/12/25,Closed with explanation,Yes,N/A,16284810
11/19/25,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,,None,TD BANK US HOLDING COMPANY,MI,48302,None,None,Web,11/19/25,In progress,Yes,N/A,17376754
10/05/25,Debt collection,Auto debt,False statements or representation,Attempted to collect wrong amount,,None,TD BANK US HOLDING COMPANY,NY,109XX,None,None,Web,10/05/25,Closed with explanation,Yes,N/A,16362868
11/03/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,FL,33032,None,None,Web,11/03/25,Closed with explanation,Yes,N/A,16981975
10/14/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,PA,19050,None,None,Web,10/14/25,Closed with explanation,Yes,N/A,16582608
10/15/25,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,AZ,85392,None,None,Web,10/15/25,Closed with explanation,Yes,N/A,16588941
10/27/25,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,,None,TD BANK US HOLDING COMPANY,MN,55414,None,None,Web,10/27/25,In progress,Yes,N/A,16823310
11/17/25,Checking or savings account,Other banking product or service,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,FL,34759,None,None,Web,11/17/25,Closed with explanation,Yes,N/A,17300857
11/06/25,Credit card,Store credit card,Problem when making payments,Problem during payment process,,None,TD BANK US HOLDING COMPANY,FL,33013,None,None,Web,11/06/25,In progress,Yes,N/A,17078246
